0.268426, 0.101257
0.282217, 0.0898101
0.266755, 0.0913368
0.274164, 0.111422
0.25182, 0.101179
0.255257, 0.0901361
0.263726, 0.113214
0.253701, 0.121924
0.248265, 0.112975
0.261093, 0.130917
0.270809, 0.121293
0.281638, 0.121809
0.255507, 0.14019
0.245104, 0.13661
0.273444, 0.141845
0.265384, 0.0736347
0.249571, 0.0780075
0.239566, 0.0803598
0.238912, 0.0985542
0.240066, 0.119241
0.227624, 0.132758
0.227501, 0.120624
0.236062, 0.109189
0.22317, 0.0866071
0.2328, 0.0699748
0.24396, 0.0613862
0.282864, 0.104144
0.208363, 0.132692
0.216687, 0.139916
0.238562, 0.14538
0.217581, 0.118557
0.223955, 0.110343
0.229097, 0.0954697
0.256412, 0.0645939
0.233153, 0.0591546
0.241504, 0.0514335
0.257181, 0.0508821
0.255229, 0.156779
0.26527, 0.149468
0.201872, 0.144275
0.204983, 0.117815
0.209008, 0.151293
0.197567, 0.132057
0.192338, 0.121586
0.273392, 0.131477
0.297379, 0.127262
0.295104, 0.115067
0.285697, 0.13762
0.191168, 0.146537
0.197253, 0.162235
0.188462, 0.136421
0.269793, 0.0367856
0.269569, 0.0612231
0.273737, 0.0485951
0.251024, 0.036804
0.224922, 0.0533464
0.238303, 0.0317803
0.231362, 0.0439961
0.265924, 0.0215135
0.28185, 0.0240252
0.256735, 0.0256028
0.285358, 0.0485527
0.272952, 0.0141767
0.25462, 0.0110298
0.266646, 0.00548713
0.277546, 0.075117
0.280948, 0.0629337
0.293936, 0.0893069
0.294475, 0.104643
0.17685, 0.117881
0.177792, 0.129369
0.198297, 0.104459
0.303922, 0.0833993
0.305449, 0.0936835
0.294469, 0.0787568
0.210609, 0.104039
0.188022, 0.108602
0.221704, 0.0692388
0.214244, 0.0602304
0.212021, 0.0840464
0.202086, 0.0699639
0.285129, 0.0354564
0.224298, 0.0262752
0.228617, 0.0151753
0.242333, 0.0205979
0.180619, 0.146677
0.228702, 0.1528
0.21971, 0.0995248
0.278668, 0.00180246
0.285562, 0.011119
0.304132, 0.006295
0.292856, 0.00335775
0.292069, 0.0211221
0.302685, 0.0195918
0.299818, 0.0364716
0.300007, 0.0571049
0.30253, 0.047336
0.31022, 0.0268738
0.317811, 0.0837625
0.311887, 0.0693635
0.316449, 0.0971881
0.295056, 0.0670515
0.305432, 0.11362
0.322708, 0.00429047
0.318419, 0.0170089
0.195101, 0.0905772
0.194619, 0.0783921
0.211084, 0.0940144
0.173823, 0.094809
0.172492, 0.107401
0.183283, 0.0997734
0.212196, 0.162917
0.225884, 0.169883
0.241345, 0.156344
0.213672, 0.0433213
0.220623, 0.0357312
0.338746, 0.0029473
